Date,Daily Sunspot Number,Standard Deviation,Number of Observations,Indicator
15/1/2007,19,2.4,22,1
14/1/2007,19,1.7,16,1
13/1/2007,30,1.9,14,1
12/1/2007,28,2.7,18,1
11/1/2007,40,2.5,15,1
10/1/2007,42,2.3,17,1
9/1/2007,47,2.5,15,1
8/1/2007,52,4.6,16,1
7/1/2007,42,4.3,14,1
6/1/2007,47,3.1,6,1
5/1/2007,49,3.8,14,1
4/1/2007,44,3,18,1
3/1/2007,44,2.5,13,1
2/1/2007,42,2.9,15,1
1/1/2007,38,3,15,1
31/12/2006,28,1.5,16,1
30/12/2006,16,5.1,11,1
29/12/2006,0,2,19,1
28/12/2006,0,2,13,1
27/12/2006,20,7,13,1
26/12/2006,21,5.5,9,1
25/12/2006,16,6.9,11,1
24/12/2006,13,7,11,1
23/12/2006,0,2,12,1
22/12/2006,0,2,16,1
21/12/2006,0,2,8,1
20/12/2006,0,2,14,1
19/12/2006,0,2,16,1
18/12/2006,0,2,10,1
17/12/2006,15,1,14,1
16/12/2006,20,1.2,13,1
15/12/2006,21,1.3,21,1
14/12/2006,23,1.4,10,1
13/12/2006,26,1.7,11,1
12/12/2006,28,2.7,14,1
11/12/2006,28,2.8,14,1
10/12/2006,23,2.7,18,1
9/12/2006,21,2.8,11,1
8/12/2006,28,4.4,10,1
7/12/2006,51,3.8,7,1
6/12/2006,54,5.6,17,1
5/12/2006,46,2.4,13,1
4/12/2006,39,3.9,18,1
3/12/2006,46,3.2,18,1
2/12/2006,53,4,12,1
1/12/2006,56,3.5,15,1
30/11/2006,58,5.1,13,1
29/11/2006,40,3.2,15,1
28/11/2006,38,5.9,15,1
27/11/2006,33,3.8,12,1
26/11/2006,15,0.6,15,1
25/11/2006,13,1.7,12,1
24/11/2006,0,2,17,1
23/11/2006,12,6.5,10,1
22/11/2006,0,2,16,1
21/11/2006,0,2,14,1
20/11/2006,30,2.9,9,1
19/11/2006,45,3.2,8,1
18/11/2006,47,2.4,19,1
17/11/2006,47,2.1,15,1
16/11/2006,52,2.3,13,1
15/11/2006,45,2.6,19,1
14/11/2006,47,2.6,12,1
13/11/2006,35,2.9,13,1
12/11/2006,22,2.1,15,1
11/11/2006,18,1.6,9,1
10/11/2006,15,1.1,21,1
9/11/2006,30,3.2,19,1
8/11/2006,43,3.3,18,1
7/11/2006,32,2.4,17,1
6/11/2006,40,2.8,12,1
5/11/2006,53,3.7,14,1
4/11/2006,65,5.4,17,1
3/11/2006,73,6.1,20,1
2/11/2006,70,6.1,16,1
1/11/2006,53,4,19,1
31/10/2006,33,2,18,1
30/10/2006,13,0.8,19,1
29/10/2006,0,2,17,1
28/10/2006,13,2.9,13,1
27/10/2006,13,4.5,20,1
26/10/2006,0,2,20,1
25/10/2006,14,3.4,17,1
24/10/2006,30,3.8,11,1
23/10/2006,38,3.9,14,1
22/10/2006,23,1.5,17,1
21/10/2006,16,1.3,13,1
20/10/2006,14,1.4,19,1
19/10/2006,14,2.9,16,1
18/10/2006,0,2,21,1
17/10/2006,0,2,21,1
16/10/2006,0,2,21,1
15/10/2006,0,2,19,1
14/10/2006,0,2,17,1
13/10/2006,0,2,19,1
12/10/2006,0,2,18,1
11/10/2006,0,2,17,1
10/10/2006,14,3,21,1
9/10/2006,21,3.4,21,1
8/10/2006,21,1.9,18,1
7/10/2006,23,1.2,20,1
6/10/2006,23,1.5,16,1
5/10/2006,24,0.9,15,1
4/10/2006,23,1.2,16,1
3/10/2006,23,1.3,16,1
2/10/2006,33,3.2,13,1
1/10/2006,35,2.9,14,1
30/9/2006,41,2.1,17,1
29/9/2006,36,3.1,21,1
28/9/2006,13,2.4,19,1
27/9/2006,12,4.1,20,1
26/9/2006,16,9.4,15,1
25/9/2006,13,2.6,18,1
24/9/2006,15,1.6,18,1
23/9/2006,13,0.7,18,1
22/9/2006,18,1.1,21,1
21/9/2006,13,0.7,22,1
20/9/2006,13,0.8,23,1
19/9/2006,13,0.8,21,1
18/9/2006,12,0.7,17,1
17/9/2006,25,1.6,14,1
16/9/2006,13,0.8,20,1
15/9/2006,15,0.8,22,1
14/9/2006,15,1,17,1
13/9/2006,30,2,18,1
12/9/2006,31,2.1,18,1
11/9/2006,44,3.7,23,1
10/9/2006,49,4.1,21,1
9/9/2006,49,4.2,20,1
8/9/2006,48,4,21,1
7/9/2006,48,3.4,20,1
6/9/2006,39,3.1,16,1
5/9/2006,26,3.8,21,1
4/9/2006,0,2,19,1
3/9/2006,0,2,13,1
2/9/2006,16,2.9,19,1
1/9/2006,35,3,15,1
31/8/2006,35,3.3,16,1
30/8/2006,19,1.4,19,1
29/8/2006,27,2.2,19,1
28/8/2006,35,3.2,19,1
27/8/2006,34,4.2,23,1
26/8/2006,23,2.2,19,1
25/8/2006,24,1.7,21,1
24/8/2006,19,1,20,1
23/8/2006,19,1.1,22,1
22/8/2006,15,1.2,25,1
21/8/2006,26,2.1,21,1
20/8/2006,16,1.3,20,1
19/8/2006,24,2.2,23,1
18/8/2006,31,2.7,24,1
17/8/2006,27,2.2,26,1
16/8/2006,31,2.2,23,1
15/8/2006,31,2.2,23,1
14/8/2006,31,2.3,19,1
13/8/2006,26,2.4,21,1
12/8/2006,24,1.8,20,1
11/8/2006,26,2.4,19,1
10/8/2006,27,2.9,20,1
9/8/2006,26,4.6,21,1
8/8/2006,11,1.8,22,1
7/8/2006,0,2,21,1
6/8/2006,0,2,23,1
5/8/2006,0,2,20,1
4/8/2006,0,2,18,1
3/8/2006,15,4.3,19,1
2/8/2006,11,2.8,22,1
1/8/2006,11,2.1,22,1
31/7/2006,27,2.7,20,1
30/7/2006,31,2.6,20,1
29/7/2006,16,1.3,21,1
28/7/2006,16,1.7,20,1
27/7/2006,18,1,23,1
26/7/2006,18,1.1,22,1
25/7/2006,18,1.7,24,1
24/7/2006,20,1.4,20,1
23/7/2006,18,2.9,17,1
22/7/2006,15,3.1,23,1
21/7/2006,0,2,18,1
20/7/2006,15,2.9,18,1
19/7/2006,24,1.9,20,1
18/7/2006,22,1.2,16,1
17/7/2006,22,2.5,18,1
16/7/2006,20,2.2,19,1
15/7/2006,16,2.4,22,1
14/7/2006,15,2.5,22,1
13/7/2006,0,2,23,1
12/7/2006,13,2.7,19,1
11/7/2006,15,1.7,21,1
10/7/2006,15,1.9,21,1
9/7/2006,31,1.7,19,1
8/7/2006,35,1.8,19,1
7/7/2006,36,1.9,18,1
6/7/2006,36,1.9,20,1
5/7/2006,35,2.8,17,1
4/7/2006,36,4.7,23,1
3/7/2006,35,4.2,22,1
2/7/2006,31,2.7,23,1
1/7/2006,38,2.5,20,1
30/6/2006,44,3.2,19,1
29/6/2006,46,3.2,21,1
28/6/2006,42,4.1,20,1
27/6/2006,23,2.9,17,1
26/6/2006,18,1.3,14,1
25/6/2006,14,3.1,16,1
24/6/2006,0,2,22,1
23/6/2006,0,2,20,1
22/6/2006,0,2,15,1
21/6/2006,18,3.2,18,1
20/6/2006,21,2.3,23,1
19/6/2006,21,2.3,23,1
18/6/2006,18,2,21,1
17/6/2006,23,6.5,22,1
16/6/2006,21,6,17,1
15/6/2006,14,2.6,14,1
14/6/2006,14,2.5,15,1
13/6/2006,28,1.8,19,1
12/6/2006,30,2.9,18,1
11/6/2006,37,2.5,17,1
10/6/2006,49,3.4,18,1
9/6/2006,47,3.6,19,1
8/6/2006,58,5.4,18,1
7/6/2006,58,3.8,23,1
6/6/2006,32,3.8,22,1
5/6/2006,26,2.4,21,1
4/6/2006,19,2.3,20,1
3/6/2006,0,2,18,1
2/6/2006,0,2,17,1
1/6/2006,14,4,19,1
31/5/2006,45,6.3,20,1
30/5/2006,53,4.4,21,1
29/5/2006,58,2.4,21,1
28/5/2006,62,5.4,19,1
27/5/2006,53,5.5,9,1
26/5/2006,47,5.2,12,1
25/5/2006,42,3,18,1
24/5/2006,43,3.1,20,1
23/5/2006,50,4.6,18,1
22/5/2006,47,4.3,22,1
21/5/2006,33,5.6,19,1
20/5/2006,32,2.6,17,1
19/5/2006,13,2.3,16,1
18/5/2006,13,6.6,17,1
17/5/2006,0,2,18,1
16/5/2006,0,2,16,1
15/5/2006,0,2,23,1
14/5/2006,0,2,16,1
13/5/2006,12,2.5,18,1
12/5/2006,12,1.7,22,1
11/5/2006,27,2.3,21,1
10/5/2006,32,2.6,17,1
9/5/2006,47,4.2,16,1
8/5/2006,52,4.2,16,1
7/5/2006,53,3.9,16,1
6/5/2006,45,4.1,21,1
5/5/2006,53,3.7,22,1
4/5/2006,60,3,19,1
3/5/2006,57,4.7,20,1
2/5/2006,58,4.7,19,1
1/5/2006,55,4,17,1
30/4/2006,62,5.8,18,1
29/4/2006,53,3.6,17,1
28/4/2006,62,5.2,21,1
27/4/2006,65,5,18,1
26/4/2006,58,4.7,16,1
25/4/2006,47,4.1,23,1
24/4/2006,18,1.2,20,1
23/4/2006,13,2,15,1
22/4/2006,18,8.6,18,1
21/4/2006,15,1.5,19,1
20/4/2006,17,2.5,21,1
19/4/2006,23,14,22,1
18/4/2006,12,4.1,21,1
17/4/2006,13,2,21,1
16/4/2006,25,4.2,12,1
15/4/2006,38,3.3,13,1
14/4/2006,60,5.5,20,1
13/4/2006,67,3.7,13,1
12/4/2006,68,3.6,16,1
11/4/2006,63,3.4,14,1
10/4/2006,60,5.6,16,1
9/4/2006,55,5.1,19,1
8/4/2006,68,3.6,24,1
7/4/2006,77,4.9,21,1
6/4/2006,90,5.2,20,1
5/4/2006,83,4.6,18,1
4/4/2006,82,4.8,19,1
3/4/2006,73,3.7,17,1
2/4/2006,65,3.9,20,1
1/4/2006,58,3.8,18,1
31/3/2006,39,1.4,15,1
30/3/2006,32,2.5,14,1
29/3/2006,31,2.8,15,1
28/3/2006,15,2,18,1
27/3/2006,0,2,17,1
26/3/2006,0,2,14,1
25/3/2006,18,7.9,18,1
24/3/2006,34,4.4,19,1
23/3/2006,29,3,17,1
22/3/2006,31,4.8,16,1
21/3/2006,31,2.6,20,1
20/3/2006,31,2.6,18,1
19/3/2006,26,2,19,1
18/3/2006,26,2.7,16,1
17/3/2006,31,4.8,13,1
16/3/2006,21,5.7,7,1
15/3/2006,23,3.7,21,1
14/3/2006,23,4.7,21,1
13/3/2006,16,2.7,18,1
12/3/2006,15,2.2,18,1
11/3/2006,0,2,16,1
10/3/2006,0,2,10,1
9/3/2006,0,2,15,1
8/3/2006,0,2,13,1
7/3/2006,0,2,16,1
6/3/2006,23,11.6,17,1
5/3/2006,26,8.7,19,1
4/3/2006,15,5.2,16,1
3/3/2006,0,2,17,1
2/3/2006,0,2,15,1
1/3/2006,0,2,14,1
28/2/2006,8,1.8,17,1
27/2/2006,8,2.5,16,1
26/2/2006,0,2,12,1
25/2/2006,0,2,17,1
24/2/2006,0,2,16,1
23/2/2006,0,2,17,1
22/2/2006,0,2,11,1
21/2/2006,0,2,15,1
20/2/2006,0,2,11,1
19/2/2006,14,9.7,17,1
18/2/2006,8,3.8,15,1
17/2/2006,8,2.1,14,1
16/2/2006,18,1.9,11,1
15/2/2006,18,3.2,17,1
14/2/2006,13,3.7,18,1
13/2/2006,11,2.7,14,1
12/2/2006,0,2,15,1
11/2/2006,9,9.4,17,1
10/2/2006,12,5.7,19,1
9/2/2006,17,2.8,23,1
8/2/2006,8,3.1,16,1
7/2/2006,8,2.9,12,1
6/2/2006,0,2,15,1
5/2/2006,0,2,17,1
4/2/2006,0,2,18,1
3/2/2006,0,2,14,1
2/2/2006,0,2,16,1
1/2/2006,0,2,14,1
31/1/2006,0,2,13,1
30/1/2006,0,2,19,1
29/1/2006,10,4.1,19,1
28/1/2006,10,6.1,24,1
27/1/2006,12,2.3,20,1
26/1/2006,19,2,18,1
25/1/2006,26,2.3,17,1
24/1/2006,41,4.1,21,1
23/1/2006,50,5.5,23,1
22/1/2006,42,3.6,12,1
21/1/2006,26,3.3,14,1
20/1/2006,22,1.5,14,1
19/1/2006,33,3.4,15,1
18/1/2006,35,3.3,12,1
17/1/2006,30,3.6,15,1
16/1/2006,33,5.4,14,1
15/1/2006,27,6.5,20,1
14/1/2006,11,4.4,15,1
13/1/2006,0,2,14,1
12/1/2006,11,3,18,1
11/1/2006,11,1.5,19,1
10/1/2006,11,0.6,21,1
9/1/2006,11,0.7,25,1
8/1/2006,10,0.6,16,1
7/1/2006,11,1.2,17,1
6/1/2006,20,3.9,12,1
5/1/2006,20,2.3,14,1
4/1/2006,23,1.2,15,1
3/1/2006,26,2,14,1
2/1/2006,33,2.4,11,1
1/1/2006,34,1.9,10,1
31/12/2005,59,3,10,1
30/12/2005,66,2.2,12,1
29/12/2005,65,2.4,14,1
28/12/2005,63,2.6,11,1
27/12/2005,74,2.5,10,1
26/12/2005,75,4,16,1
25/12/2005,62,4.8,12,1
24/12/2005,76,5.7,12,1
23/12/2005,52,2.1,10,1
22/12/2005,59,5.3,12,1
21/12/2005,61,3.7,14,1
20/12/2005,56,3.7,14,1
19/12/2005,62,4.7,14,1
18/12/2005,40,3.7,19,1
17/12/2005,40,3.7,18,1
16/12/2005,45,2.2,13,1
15/12/2005,52,3,12,1
14/12/2005,55,2.9,15,1
13/12/2005,55,3,12,1
12/12/2005,48,3.3,13,1
11/12/2005,55,3.3,14,1
10/12/2005,56,3.8,21,1
9/12/2005,33,3.3,18,1
8/12/2005,36,3.4,15,1
7/12/2005,33,3.5,17,1
6/12/2005,65,3.9,13,1
5/12/2005,79,3.5,11,1
4/12/2005,79,2.8,7,1
3/12/2005,87,5.7,11,1
2/12/2005,78,7,11,1
1/12/2005,71,5.2,18,1
30/11/2005,46,4.5,17,1
29/11/2005,25,3.4,15,1
28/11/2005,26,2.9,13,1
27/11/2005,25,2.6,13,1
26/11/2005,23,2.5,15,1
25/11/2005,31,3.5,15,1
24/11/2005,41,3.2,13,1
23/11/2005,37,3.4,17,1
22/11/2005,41,2.3,18,1
21/11/2005,41,3.2,20,1
20/11/2005,51,5.4,14,1
19/11/2005,40,3.6,13,1
18/11/2005,40,2.6,18,1
17/11/2005,37,4.7,23,1
16/11/2005,35,2.8,17,1
15/11/2005,31,2.8,12,1
14/11/2005,29,2.7,15,1
13/11/2005,18,2.2,21,1
12/11/2005,15,11.4,15,1
11/11/2005,0,2,8,1
10/11/2005,0,2,17,1
9/11/2005,12,3.5,21,1
8/11/2005,12,2.4,24,1
7/11/2005,38,5.3,21,1
6/11/2005,21,2.7,13,1
5/11/2005,18,3.1,19,1
4/11/2005,18,7,19,1
3/11/2005,17,2.8,18,1
2/11/2005,29,4.6,17,1
1/11/2005,28,4.1,18,1
31/10/2005,18,2.3,16,1
30/10/2005,14,0.7,19,1
29/10/2005,12,4.3,16,1
28/10/2005,0,2,19,1
27/10/2005,0,2,20,1
26/10/2005,0,2,20,1
25/10/2005,0,2,18,1
24/10/2005,0,2,17,1
23/10/2005,12,10.9,19,1
22/10/2005,11,3,11,1
21/10/2005,12,1.6,13,1
20/10/2005,14,2.2,15,1
19/10/2005,24,3.3,17,1
18/10/2005,12,1.2,15,1
17/10/2005,12,1.7,17,1
16/10/2005,12,1.1,19,1
15/10/2005,12,0.8,20,1
14/10/2005,12,1.9,17,1
13/10/2005,0,2,19,1
12/10/2005,21,4.8,20,1
11/10/2005,21,4.9,18,1
10/10/2005,24,5.5,19,1
9/10/2005,15,3.2,18,1
8/10/2005,18,0.9,15,1
7/10/2005,21,1.4,20,1
6/10/2005,23,1.5,16,1
5/10/2005,26,3.6,11,1
4/10/2005,21,2.1,12,1
3/10/2005,15,4.2,19,1
2/10/2005,12,3.3,19,1
1/10/2005,14,3.1,20,1
30/9/2005,12,1.9,16,1
29/9/2005,24,2,25,1
28/9/2005,25,1.8,22,1
27/9/2005,27,2,20,1
26/9/2005,37,3.9,27,1
25/9/2005,27,2.5,23,1
24/9/2005,29,3.2,24,1
23/9/2005,32,4.3,26,1
22/9/2005,24,2.2,22,1
21/9/2005,22,2.1,23,1
20/9/2005,24,2.7,21,1
19/9/2005,44,4.9,25,1
18/9/2005,56,4.9,22,1
17/9/2005,59,4.5,21,1
16/9/2005,56,6.4,25,1
15/9/2005,66,7.9,23,1
14/9/2005,70,7.6,25,1
13/9/2005,85,9.4,26,1
12/9/2005,63,7.5,23,1
11/9/2005,58,3.3,15,1
10/9/2005,59,6.5,24,1
9/9/2005,48,3.3,23,1
8/9/2005,34,2.5,24,1
7/9/2005,24,3.9,23,1
6/9/2005,14,1.1,23,1
5/9/2005,14,1,22,1
4/9/2005,15,1.1,23,1
3/9/2005,15,1.9,24,1
2/9/2005,24,4.5,28,1
1/9/2005,29,4.6,23,1
31/8/2005,48,4.4,25,1
30/8/2005,61,5.7,24,1
29/8/2005,71,4.6,26,1
28/8/2005,76,5.3,23,1
27/8/2005,70,5.8,22,1
26/8/2005,61,3.3,20,1
25/8/2005,68,7.6,20,1
24/8/2005,70,4.9,21,1
23/8/2005,60,3.3,20,1
22/8/2005,63,6.1,20,1
21/8/2005,65,4.2,16,1
20/8/2005,80,7.6,18,1
19/8/2005,73,10.1,20,1
18/8/2005,32,4.2,28,1
17/8/2005,33,2.7,26,1
16/8/2005,40,3.4,21,1
15/8/2005,45,3.8,22,1
14/8/2005,43,4.8,23,1
13/8/2005,37,5.4,27,1
12/8/2005,45,4.8,22,1
11/8/2005,37,2.9,22,1
10/8/2005,27,3.1,25,1
9/8/2005,57,2.7,25,1
8/8/2005,61,3.2,22,1
7/8/2005,65,4.9,24,1
6/8/2005,55,3.4,25,1
5/8/2005,66,6.2,20,1
4/8/2005,66,5.1,23,1
3/8/2005,80,7.3,25,1
2/8/2005,115,8.4,27,1
1/8/2005,105,6.4,24,1
31/7/2005,107,8.6,20,1
30/7/2005,67,5.1,23,1
29/7/2005,53,4.9,24,1
28/7/2005,28,4.2,26,1
27/7/2005,17,1.6,22,1
26/7/2005,23,1.7,14,1
25/7/2005,19,2,22,1
24/7/2005,17,2.4,22,1
23/7/2005,25,3.7,23,1
22/7/2005,12,6,19,1
21/7/2005,0,2,24,1
20/7/2005,0,2,25,1
19/7/2005,14,10.1,27,1
18/7/2005,0,2,26,1
17/7/2005,12,9.2,25,1
16/7/2005,17,2,24,1
15/7/2005,33,2.8,23,1
14/7/2005,47,4.5,23,1
13/7/2005,64,4.9,25,1
12/7/2005,59,4.4,19,1
11/7/2005,64,5.9,25,1
10/7/2005,65,3.5,22,1
9/7/2005,89,4.9,16,1
8/7/2005,100,5.5,20,1
7/7/2005,117,9.6,22,1
6/7/2005,131,8.4,17,1
5/7/2005,160,9.5,24,1
4/7/2005,167,10.2,21,1
3/7/2005,157,9.3,22,1
2/7/2005,148,8.8,14,1
1/7/2005,122,8,19,1
30/6/2005,97,6.9,26,1
29/6/2005,40,7.3,21,1
28/6/2005,13,1.9,25,1
27/6/2005,12,6.4,22,1
26/6/2005,0,2,25,1
25/6/2005,17,8.9,26,1
24/6/2005,16,8.3,24,1
23/6/2005,16,3.8,24,1
22/6/2005,39,3.2,22,1
21/6/2005,49,2.4,26,1
20/6/2005,45,2.4,23,1
19/6/2005,42,2.2,24,1
18/6/2005,46,2.3,23,1
17/6/2005,69,5.8,21,1
16/6/2005,62,4.7,20,1
15/6/2005,58,3.7,21,1
14/6/2005,48,4.9,22,1
13/6/2005,45,3.8,24,1
12/6/2005,75,4.3,23,1
11/6/2005,79,7.4,18,1
10/6/2005,101,7.5,19,1
9/6/2005,97,7.1,23,1
8/6/2005,98,5.9,23,1
7/6/2005,105,3.7,21,1
6/6/2005,92,5.8,23,1
5/6/2005,89,5.1,22,1
4/6/2005,71,4,20,1
3/6/2005,48,5,22,1
2/6/2005,58,4.1,18,1
1/6/2005,76,6,24,1
31/5/2005,84,6.6,21,1
30/5/2005,67,6.4,13,1
29/5/2005,62,4.4,21,1
28/5/2005,54,6.5,24,1
27/5/2005,64,5.9,24,1
26/5/2005,64,6.1,25,1
25/5/2005,43,2.8,25,1
24/5/2005,36,3.7,23,1
23/5/2005,36,3.7,22,1
22/5/2005,35,3.8,21,1
21/5/2005,19,4.8,20,1
20/5/2005,22,3.3,20,1
19/5/2005,33,5.6,22,1
18/5/2005,38,4.6,20,1
17/5/2005,48,3.3,20,1
16/5/2005,62,5.1,21,1
15/5/2005,56,2.7,20,1
14/5/2005,74,5.3,16,1
13/5/2005,90,5.3,16,1
12/5/2005,116,7.6,21,1
11/5/2005,119,10.3,20,1
10/5/2005,111,5.7,21,1
9/5/2005,91,7.8,19,1
8/5/2005,67,7.4,22,1
7/5/2005,54,7.7,19,1
6/5/2005,65,8.4,17,1
5/5/2005,58,4.4,24,1
4/5/2005,62,6.4,16,1
3/5/2005,68,6.3,22,1
2/5/2005,61,4.5,24,1
1/5/2005,61,4.3,22,1
30/4/2005,54,4.2,22,1
29/4/2005,56,4.9,20,1
28/4/2005,48,3,23,1
27/4/2005,27,3.1,22,1
26/4/2005,18,1.8,23,1
25/4/2005,16,2.3,11,1
24/4/2005,14,9.2,22,1
23/4/2005,22,3.4,22,1
22/4/2005,26,3.4,24,1
21/4/2005,26,1.9,24,1
20/4/2005,38,3.9,14,1
19/4/2005,42,3.8,17,1
18/4/2005,42,3.5,18,1
17/4/2005,42,5.6,16,1
16/4/2005,45,3.1,16,1
15/4/2005,57,3.4,20,1
14/4/2005,56,3.8,19,1
13/4/2005,46,2.5,17,1
12/4/2005,34,3,17,1
11/4/2005,21,3.3,20,1
10/4/2005,43,3.9,17,1
9/4/2005,43,2.7,22,1
8/4/2005,43,2.7,18,1
7/4/2005,45,2.2,23,1
6/4/2005,46,2.8,23,1
5/4/2005,56,2.7,22,1
4/4/2005,53,2.5,19,1
3/4/2005,45,3.2,24,1
2/4/2005,32,4.3,21,1
1/4/2005,26,5,22,1
31/3/2005,24,4.3,21,1
30/3/2005,11,8.1,15,1
29/3/2005,15,2.1,17,1
28/3/2005,16,2.5,16,1
27/3/2005,36,5.9,15,1
26/3/2005,42,2.2,21,1
25/3/2005,55,3.5,22,1
24/3/2005,66,4.9,17,1
23/3/2005,52,3.2,22,1
22/3/2005,45,2.7,15,1
21/3/2005,48,3.2,26,1
20/3/2005,40,3.1,19,1
19/3/2005,42,4.9,22,1
18/3/2005,40,3,21,1
17/3/2005,40,3.2,15,1
16/3/2005,45,3,26,1
15/3/2005,60,4.9,24,1
14/3/2005,65,3.4,24,1
13/3/2005,68,4.5,24,1
12/3/2005,68,3.9,25,1
11/3/2005,70,4,15,1
10/3/2005,66,4.2,26,1
9/3/2005,61,3.2,17,1
8/3/2005,53,5.4,18,1
7/3/2005,29,4.2,15,1
6/3/2005,16,1.8,20,1
5/3/2005,15,2.8,18,1
4/3/2005,13,2.2,18,1
3/3/2005,15,4.1,17,1
2/3/2005,13,2.5,18,1
1/3/2005,0,2,18,1
28/2/2005,10,7.3,22,1
27/2/2005,12,6.3,18,1
26/2/2005,18,4.8,20,1
25/2/2005,12,2.2,20,1
24/2/2005,16,1,13,1
23/2/2005,24,3.3,18,1
22/2/2005,30,2,23,1
21/2/2005,30,1.7,20,1
20/2/2005,40,4.7,11,1
19/2/2005,46,2.8,10,1
18/2/2005,55,3.9,17,1
17/2/2005,64,5.1,14,1
16/2/2005,67,4.7,16,1
15/2/2005,78,4,18,1
14/2/2005,72,4.9,18,1
13/2/2005,72,3.4,18,1
12/2/2005,84,6.5,13,1
11/2/2005,78,6.4,18,1
10/2/2005,72,6,16,1
9/2/2005,58,4.1,26,1
8/2/2005,52,3.8,22,1
7/2/2005,57,4.9,22,1
6/2/2005,57,4.7,24,1
5/2/2005,24,2.4,19,1
4/2/2005,22,2.3,20,1
3/2/2005,16,1.8,19,1
2/2/2005,25,1.8,10,1
1/2/2005,28,1.9,15,1
31/1/2005,40,3.6,12,1
30/1/2005,34,1.3,16,1
29/1/2005,29,1.1,16,1
28/1/2005,31,1.7,14,1
27/1/2005,31,2,16,1
26/1/2005,35,2.3,15,1
25/1/2005,49,3,18,1
24/1/2005,43,2.7,20,1
23/1/2005,40,3.1,18,1
22/1/2005,48,3.5,22,1
21/1/2005,69,3.8,19,1
20/1/2005,65,3.9,10,1
19/1/2005,69,6.8,17,1
18/1/2005,94,7.8,18,1
17/1/2005,98,10.2,16,1
16/1/2005,100,6.5,18,1
15/1/2005,91,8.4,17,1
14/1/2005,83,7.5,22,1
13/1/2005,63,5.2,22,1
12/1/2005,61,4.2,20,1
11/1/2005,42,2.9,19,1
10/1/2005,29,2.9,22,1
9/1/2005,22,2.5,20,1
8/1/2005,15,2,20,1
7/1/2005,17,4.9,15,1
6/1/2005,18,2,16,1
5/1/2005,17,2.9,17,1
4/1/2005,22,2.4,15,1
3/1/2005,37,3,18,1
2/1/2005,49,6.2,16,1
1/1/2005,49,3.2,12,1
31/12/2004,36,2.9,9,1
30/12/2004,29,3.6,12,1
29/12/2004,19,2.2,14,1
28/12/2004,27,4.2,14,1
27/12/2004,16,2.5,15,1
26/12/2004,16,2.5,15,1
25/12/2004,19,1.8,16,1
24/12/2004,36,3.5,16,1
23/12/2004,29,4.8,14,1
22/12/2004,42,4.1,12,1
21/12/2004,24,2.7,18,1
20/12/2004,18,1.2,22,1
19/12/2004,19,3.2,17,1
18/12/2004,34,4.4,20,1
17/12/2004,39,3.5,7,1
16/12/2004,16,2.1,17,1
15/12/2004,13,3.3,14,1
14/12/2004,23,2.9,15,1
13/12/2004,26,2.7,9,1
12/12/2004,36,5.3,9,1
11/12/2004,21,3.6,10,1
10/12/2004,24,5.4,12,1
9/12/2004,21,4.7,15,1
8/12/2004,24,3.5,17,1
7/12/2004,15,1.5,16,1
6/12/2004,39,4.5,14,1
5/12/2004,47,3.6,12,1
4/12/2004,42,2.1,14,1
3/12/2004,48,3.3,19,1
2/12/2004,47,2.6,16,1
1/12/2004,52,3.1,12,1
30/11/2004,52,2.2,19,1
29/11/2004,45,1.5,12,1
28/11/2004,47,3.1,10,1
27/11/2004,60,3.9,13,1
26/11/2004,55,3,15,1
25/11/2004,55,3.6,21,1
24/11/2004,55,2.8,21,1
23/11/2004,45,4.2,15,1
22/11/2004,47,4.9,12,1
21/11/2004,42,3.4,16,1
20/11/2004,53,4,19,1
19/11/2004,56,4.8,16,1
18/11/2004,61,4.2,9,1
17/11/2004,66,2.2,14,1
16/11/2004,66,4,14,1
15/11/2004,71,5.9,11,1
14/11/2004,77,5.9,14,1
13/11/2004,68,5,18,1
12/11/2004,61,4.3,16,1
11/11/2004,61,6.7,15,1
10/11/2004,52,9.2,16,1
9/11/2004,84,8.5,18,1
8/11/2004,92,7.3,12,1
7/11/2004,101,6.3,25,1
6/11/2004,100,6,16,1
5/11/2004,89,6,24,1
4/11/2004,93,5.6,22,1
3/11/2004,108,7,16,1
2/11/2004,119,5.4,13,1
1/11/2004,122,8.7,15,1
31/10/2004,141,6.9,11,1
30/10/2004,148,9.4,16,1
29/10/2004,138,7.7,20,1
28/10/2004,148,8.9,20,1
27/10/2004,145,6.4,19,1
26/10/2004,141,5.9,16,1
25/10/2004,139,8,16,1
24/10/2004,153,10.4,16,1
23/10/2004,144,6.5,16,1
22/10/2004,124,6.9,20,1
21/10/2004,117,7.4,21,1
20/10/2004,102,6.2,13,1
19/10/2004,93,5,14,1
18/10/2004,83,3.7,18,1
17/10/2004,68,4.8,17,1
16/10/2004,28,2.3,13,1
15/10/2004,25,3.4,17,1
14/10/2004,31,3.5,14,1
13/10/2004,31,2.7,17,1
12/10/2004,19,6.1,21,1
11/10/2004,0,2,20,1
10/10/2004,0,2,19,1
9/10/2004,15,5,14,1
8/10/2004,36,6.1,15,1
7/10/2004,34,2.8,20,1
6/10/2004,26,2.5,23,1
5/10/2004,32,2.4,17,1
4/10/2004,42,3.5,19,1
3/10/2004,43,2,17,1
2/10/2004,25,1.7,19,1
1/10/2004,28,2.8,21,1
30/9/2004,55,5.9,20,1
29/9/2004,44,7.6,14,1
